date	heat_pump_0__therm_prod	HL_CI4	heat_pump_1__therm_prod	HL_CE2	heat_pump_2__therm_prod	HL_CJ1	heat_pump_3__therm_prod	HL_CL1	heat_pump_4__therm_prod	HL_CI3
2025-01-01 06:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 06:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 07:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 08:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 09:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 10:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 11:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 12:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 13:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 14:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 15:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 16:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 17:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 18:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 19:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 20:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 21:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 22:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-01 23:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 00:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 01:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:20:00	0.0	0.0	0.3208769393107172	0.3208769393107172	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 02:30:00	0.0	0.0	5.304600692354008	5.304600692354008	3.0335861087199287	3.0335861087199287	0.0	0.0	0.0	0.0
2025-01-02 02:40:00	0.0	0.0	10.365824045246155	10.365824045246155	8.720001786617818	8.720001786617818	0.0	0.0	0.0	0.0
2025-01-02 02:50:00	0.0	0.0	13.764403755094099	13.764403755094099	13.686388076355922	13.686388076355922	0.0	0.0	0.0	0.0
2025-01-02 03:00:00	0.0	0.0	15.372382608128307	15.372382608128307	15.397248594231353	15.397248594231353	0.0	0.0	3.027289213270986	3.027289213270986
2025-01-02 03:10:00	0.0	0.0	15.537592248998157	15.537592248998157	15.188973740842332	15.188973740842332	0.0	0.0	5.5620715157828	5.5620715157828
2025-01-02 03:20:00	0.0890800498615074	0.0890800498615074	17.485430779314733	17.485430779314733	16.54477534861374	16.54477534861374	0.0	0.0	7.043802435891057	7.043802435891057
2025-01-02 03:30:00	3.723363998886068	3.723363998886068	17.500632774985906	17.500632774985906	18.503050449595044	18.503050449595044	0.0	0.0	9.056873153614548	9.056873153614548
2025-01-02 03:40:00	6.0827682160775565	6.0827682160775565	18.3621310006236	18.3621310006236	19.45076113857916	19.45076113857916	0.0	0.0	10.928906141932053	10.928906141932053
2025-01-02 03:50:00	7.362611370517612	7.362611370517612	19.320123771532018	19.320123771532018	18.054119304895256	18.054119304895256	0.7139293212183948	0.7139293212183948	11.700540864467232	11.700540864467232
2025-01-02 04:00:00	9.553104526280029	9.553104526280029	19.186689404312414	19.186689404312414	18.939563954024603	18.939563954024603	3.482048791787178	3.482048791787178	11.318699109073924	11.318699109073924
2025-01-02 04:10:00	10.712130702417136	10.712130702417136	18.812406223017987	18.812406223017987	19.30922555447351	19.30922555447351	5.881184783817663	5.881184783817663	11.871861887005188	11.871861887005188
2025-01-02 04:20:00	10.351562097123004	10.351562097123004	19.04826113128289	19.04826113128289	21.326598237470893	21.326598237470893	7.947286007357152	7.947286007357152	11.229004593654208	11.229004593654208
2025-01-02 04:30:00	12.354421917568873	12.354421917568873	20.738745904651747	20.738745904651747	21.432440695483717	21.432440695483717	9.58510210966849	9.58510210966849	13.88671476246746	13.88671476246746
2025-01-02 04:40:00	12.950010342221393	12.950010342221393	19.952659300291444	19.952659300291444	20.317724878029072	20.317724878029072	7.166726592578183	7.166726592578183	13.505623624476252	13.505623624476252
2025-01-02 04:50:00	10.854047685003007	10.854047685003007	18.63228613958787	18.63228613958787	19.584466043200308	19.584466043200308	8.859544321216811	8.859544321216811	12.800027089644331	12.800027089644331
2025-01-02 05:00:00	11.311109875388263	11.311109875388263	18.762892083833947	18.762892083833947	18.07476521862844	18.07476521862844	9.276676501549282	9.276676501549282	11.443550079913729	11.443550079913729
2025-01-02 05:10:00	12.68074559688344	12.68074559688344	20.176317980140972	20.176317980140972	19.378368449868944	19.378368449868944	11.42804008714189	11.42804008714189	13.163724105953	13.163724105953
2025-01-02 05:20:00	10.892606980646558	10.892606980646558	18.906803292694924	18.906803292694924	20.029810042718594	20.029810042718594	11.840561597177105	11.840561597177105	13.887318876720864	13.887318876720864
2025-01-02 05:30:00	11.248697945157137	11.248697945157137	30.69172979662026	30.69172979662026	19.94556630662842	19.94556630662842	17.082543896809852	17.082543896809852	12.337134775564683	12.337134775564683
2025-01-02 05:40:00	13.499536804043395	13.499536804043395	61.69172979662026	61.69172979662026	31.375489671100212	31.375489671100212	38.58254389680985	38.58254389680985	12.994583809410853	12.994583809410853
2025-01-02 05:50:00	36.89953680404339	36.89953680404339	62.0	62.0	64.57548967110021	64.57548967110021	43.0	43.0	37.69901928619324	37.69901928619324
2025-01-02 06:00:00	46.8	46.8	62.0	62.0	66.4	66.4	43.0	43.0	50.4	50.4
2025-01-02 06:10:00	43.05476272501759	43.05476272501759	62.0	62.0	66.4	66.4	43.0	43.0	47.15587897650701	47.15587897650701
2025-01-02 06:20:00	39.63435602114201	39.63435602114201	62.0	62.0	66.4	66.4	43.0	43.0	43.9867157796529	43.9867157796529
2025-01-02 06:30:00	34.088536530187284	34.088536530187284	62.0	62.0	66.4	66.4	43.0	43.0	44.97751803690087	44.97751803690087
2025-01-02 06:40:00	16.366651243236674	16.366651243236674	62.0	62.0	66.4	66.4	43.0	43.0	34.31935587667934	34.31935587667934
2025-01-02 06:50:00	30.808369314040227	30.808369314040227	62.0	62.0	66.4	66.4	43.0	43.0	50.4	50.4
2025-01-02 07:00:00	31.56731138142325	31.56731138142325	62.0	62.0	58.21377963750504	58.21377963750504	33.10330621955907	33.10330621955907	41.97240586954003	41.97240586954003
2025-01-02 07:10:00	23.943201541583765	23.943201541583765	42.37140127829656	42.37140127829656	44.91631349673729	44.91631349673729	25.00526971337616	25.00526971337616	40.62790799989687	40.62790799989687
2025-01-02 07:20:00	28.090222102249303	28.090222102249303	48.49873605648863	48.49873605648863	44.08134915612099	44.08134915612099	38.3685288486684	38.3685288486684	24.4386191267981	24.4386191267981
2025-01-02 07:30:00	22.745881583384893	22.745881583384893	47.11815096584288	47.11815096584288	41.94674949983375	41.94674949983375	39.10624054127418	39.10624054127418	21.323442458145717	21.323442458145717
2025-01-02 07:40:00	17.396507106885384	17.396507106885384	30.116512456737215	30.116512456737215	37.08484420763906	37.08484420763906	33.48762512103106	33.48762512103106	26.689950191261442	26.689950191261442
2025-01-02 07:50:00	30.213721231150064	30.213721231150064	27.29890748152003	27.29890748152003	45.761543019568	45.761543019568	30.206876537396973	30.206876537396973	31.99831492564441	31.99831492564441
2025-01-02 08:00:00	18.658035725890713	18.658035725890713	8.785117137541711	8.785117137541711	15.53870612627917	15.53870612627917	24.995793505328002	24.995793505328002	6.798314925644412	6.798314925644412
2025-01-02 08:10:00	20.341347896183276	20.341347896183276	0.0	0.0	2.0635216895104374	2.0635216895104374	6.189462255656341	6.189462255656341	0.0	0.0
2025-01-02 08:20:00	16.1351828143058	16.1351828143058	0.0	0.0	0.0	0.0	10.76242333015828	10.76242333015828	0.0	0.0
2025-01-02 08:30:00	5.646340674201538	5.646340674201538	0.0	0.0	0.0	0.0	13.347762482732753	13.347762482732753	0.0	0.0
2025-01-02 08:40:00	0.0	0.0	0.0	0.0	0.0	0.0	16.44395903433011	16.44395903433011	0.0	0.0
2025-01-02 08:50:00	12.620885712086054	12.620885712086054	0.0	0.0	3.3810007725607956	3.3810007725607956	11.580114627309616	11.580114627309616	0.7362816600512233	0.7362816600512233
2025-01-02 09:00:00	6.27670349387867	6.27670349387867	0.0	0.0	13.69045055701379	13.69045055701379	0.0	0.0	10.870924947003303	10.870924947003303
2025-01-02 09:10:00	6.050103001483025	6.050103001483025	11.509421097177245	11.509421097177245	13.044850918373685	13.044850918373685	0.0	0.0	5.855897467488027	5.855897467488027
2025-01-02 09:20:00	11.700393048910355	11.700393048910355	7.755060573923986	7.755060573923986	17.451408174262664	17.451408174262664	0.0	0.0	4.056183300856726	4.056183300856726
2025-01-02 09:30:00	9.064654502195175	9.064654502195175	7.960783366619814	7.960783366619814	10.204066702082434	10.204066702082434	0.0	0.0	6.77316656976139	6.77316656976139
2025-01-02 09:40:00	0.0	0.0	5.620857826419162	5.620857826419162	12.032333408341144	12.032333408341144	0.0	0.0	5.974451022856811	5.974451022856811
2025-01-02 09:50:00	6.339000687844672	6.339000687844672	19.32652525227035	19.32652525227035	16.323642140448612	16.323642140448612	0.0	0.0	8.589151095692559	8.589151095692559
2025-01-02 10:00:00	3.038812469592548	3.038812469592548	13.08383156063839	13.08383156063839	10.258941130533733	10.258941130533733	0.0	0.0	1.1381129540770272	1.1381129540770272
2025-01-02 10:10:00	6.067965195008148	6.067965195008148	8.959047519197652	8.959047519197652	13.53457178819055	13.53457178819055	0.0	0.0	3.157510661350083	3.157510661350083
2025-01-02 10:20:00	0.0	0.0	2.6261294239862	2.6261294239862	14.611770687988994	14.611770687988994	0.0	0.0	7.66622486807445	7.66622486807445
2025-01-02 10:30:00	0.0	0.0	7.6327066759191995	7.6327066759191995	5.2410325984103965	5.2410325984103965	0.0	0.0	2.2937035081834436	2.2937035081834436
2025-01-02 10:40:00	0.0	0.0	13.171644528896458	13.171644528896458	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 10:50:00	0.0	0.0	8.635614137589227	8.635614137589227	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 11:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 12:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:40:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 13:50:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:00:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:10:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:20:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2025-01-02 14:30:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
